lobbyist,year,years_active,name,gov_pos_dum,gov_pos_name,member_of_cong,cand_id,reg_is_firm,value,log_value,shannon_entropy,avg_value,all_shannon_entropy
"           Disclosure of Contract – Class 2 Contract
",2,1346, Australian Broadcasting Corporation," PO Box 9994, Sydney NSW 2001",N/A,23 September 2013,Not Found,2013 Sydney New Year’s Eve Fireworks Filming and Distribution,"$200,000.00exgst",N/A,N/A,"Open Tender, which 26 August 2013 Council decided to reject all tenders and; negotiate with selected tenderers. Followed by CEO approval on 23 September; 2013; Tender evaluation criteria included:; -   Demonstrated capacity and suitability of the organisation to deliver the; services; -   Suitability and relevant experience (including filming fireworks) of proposed; key personnel and subcontractors; -   Demonstrated experience and capability in filming live, outdoor multi-site; events, and distributing footage nationally and internationally; -   Suitability of proposed methodology to deliver the filming and distribution; services, including to minimise delay in the real-time feeds; -   Work Health and Safety; -   Financial and commercial trading integrity including insurances; -   Lump sum fee",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"           Disclosure of Contract – Class 1 Contract
",1,1347, Tony Albert and Cracknell Lonergan Architects," 156A Church Street, Camperdown NSW 2050",N/A, 21 October 2013, October 2013 – April 2015,Eora Journey Recognition in the Public Domain – For a public artwork to honour; Aboriginal and Torres Strait Islander men and women who have served their; country,"$500,000.00exgst",N/A,N/A,"Open Tender; Tender evaluation criteria included:; -   Proposals from Aboriginal and Torres Strait Islander artists (and; collaborations with non-Indigenous artists who have in-depth knowledge of; Aboriginal art, culture and communities); -   Innovative, high quality proposals that address the complexities of the brief; -   Strength of approach and methodology, including observation of Indigenous; consultation and cultural protocols; -   Appropriate relationship to site and context; -   Evidence of previous experience working in delivering public art projects; within a specific budget and to a work program, evidence of experience; working collaboratively; and; -   The Cost plan",Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
"           Disclosure of Contract – Class 1 Contract
",1,1349, International Conservation Services Pty Ltd," 53 Victoria Avenue, Chatswood NSW 2067",N/A, 21 October 2013, 6 months,Preservation Work to WW1 Monuments within the City Art Collection,"$153,470.00exgst",N/A,N/A,"Open Tender; Tender evaluation criteria included:; -   The lump sum price; -   Demonstrated capacity and technical ability to carry out the work under the; contract; -   Demonstrated qualifications, experience to undertake the works; -   Capacity to achieve the program; -   Proposed methodology; -   Work Health & Safety; and; -   Financial and commercial trading integrity including insurances",Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
"           Disclosure of Contract – Class 1 Contract
",1,1350, Ford Civil Pty Ltd," 9 Hattersley Street, Arncliffe NSW 2205",N/A, 21 October 2013, 1 year,Glebe Foreshore Stage 5 Construction,"$4,682,215.00exgst",N/A,N/A,Open Tender; Tender evaluation criteria included:; -   Financial and commercial trading integrity including insurances; -   Allocation of Adequate resources/Subcontractors; -   Suitability of Plant & Equipment; -   Proposed Program; -   Proposed Methodology; -   Experience in works/Services of a Similar Nature; -   Pedestrian & Traffic management; and; -   WHS and Insurances,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
"           Disclosure of Contract – Class 1 Contract
",1,1351, Imagination (Australia) Pty Ltd," Suite 121, Jones Bay Wharf, 26-32 Pirrama Road, Pyrmont NSW 2009",N/A, 21 October 2013, 3 years with the option to extend a further two years,2014-2016 Sydney New Years’ Eve Creative Services,"$2,050,000.00ex gst",N/A,N/A,"Open Tender; Tender evaluation criteria included:; -   Vision, innovation and quality of ideas outlined in the creative roadmap, and; brand identity and essence for the event; -   Suitability, calibre and demonstrated relevant experience of the key; personnel for the roles and work breakdown proposed; -   Demonstrated capacity of the organisation to successfully deliver high; quality outcomes and meet or exceed a client’s brief; -   Environmental management credentials and/or demonstrated ability to; deliver environmental or sustainability benefit/s; -   Workplace Health & Safety; -   Financial stability and financial position of the tenderer; -   Lump sum price; -   Insurances",Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
"           Disclosure of Contract – Class 1 Contract
",1,1353, Olympia Group," PO Box 2101, Bondi Junction NSW 2022",N/A, 21 October 2013, 2 months,46-52 Mountain Street Ultimo Structural Repairs,"$207,700.00 ex gst",N/A,N/A,"Open Tender; Tender evaluation criteria included:; -   The lump sum price and schedule of prices; -   Demonstrated capacity and technical ability to carry out the work under the; contract; -   Demonstrated managerial capability, qualifications, experience and number; of personnel; -   Capacity to achieve the program/deliverables for the projects and materials; used; -   The proposed methodology; -   Financial stability and financial position of the tenderer; -   Demonstrated capacity to fulfil the WHS, Insurances and Environmental; requirements of the project",Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
"           Disclosure of Contract – Class 1 Contract
",1,1361, Sydney Civil Pty Ltd," 120 Turrella Street, Turrella NSW 2250",N/A, 21 October 2013, 1 year,Abercrombie Street Darlington Streetscape Upgrade,"$4,257,158.00exgst",N/A,N/A,"Open Tender; Tender evaluation criteria included:; -   Demonstrated capacity and technical ability to carry out the work under the; contract; -   Demonstrated managerial capability, qualifications, experience and number; of personnel; -   The proposed construction methodology and programme, including; environmental management; -   Insurances and Work Health & Safety; -   Lump sum price and schedule of prices; -   Financial Stability and Financial Position of the tenderer",Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
"           Disclosure of Contract – Class 1 Contract
",1,1. Quotation Number:; 4113, Recoveries & Reconstruction Pty Ltd," 200 Railway Parade, Kogarah, NSW 2217",N/A, 5 September 2013, Two years with an option to extend for a further one year.,Provision of Debt Recovery Services,Schedule of Rates,N/A,N/A,"Selective Quotation; Evaluation Criteria included:; -   Work experience relevant to the recovery of rates and charges,; environmental upgrade charges and sundry debtors; -   Allocation of resources including key personnel and sub-contractors; -   Proposed methodology for Debt Recovery processes; Detailed; understanding of legislative and court requirements, and Approach to each; stage of the recovery process; -   Financial stability and financial position of the tenderer including insurances; -   Schedule of rates; -   Meet the Work, Health & Safety requirements of the contract",Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
"           Disclosure of Contract – Class 3 Contract
",N/A,Green Square Library & Plaza Design Competition, Stewart Hollenstein + Colin Stewart Architects," 18 Colbourne Avenue, Glebe NSW 2037",NA, 25 February 2013, 2013-2014,Green Square Library & Plaza Design Competition,"$5,200,000.00exgst",NA,NA,"Open Tender; Tender evaluation criteria included:; -    Intelligent and imaginative architectural and landscape design and; integration; -    Response to the future urban fabric of Green Square; -    Art and interpretation strategies/projects; -    Usability, flexibility and build ability (including preliminary structural; adequacy); -    Ecological sustainability; -    Feasibility (ie compliance with project budget, statutory requirements); -    Response to community comments",NA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"           Disclosure of Contract – Class 1 Contract
",1,1. Expression of Interest Number:; 0313, Camdenville Paddock Community Garden," 20 Wells Street, Newtown NSW 2042",N/A, 13 May 2013, Four Weeks,Sustainable re-use of the components of the former Live Green House,N/A,N/A,N/A,"Open Tender; Tender evaluation criteria included:; -   Alignment with Sustainable Sydney 2030; -   Environmental outcomes of the proposed reuse; -   The benefits of the proposed reuse to local communities; -   Capacity of organisation to implement proposed use of materials; -   Willingness to sign a deed of agreement transferring ownership of the; materials; -   Ability to arrange transport and delivery of materials within agreed time; frames; -   Should materials to be re-purposed as a form of structure, demonstrate; landowner’s consent",Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
"           Disclosure of Contract – Class 1 Contract
",1,1262, SMA Motors trading as City Hino," 662 Woodville Road, Guilford NSW 2161",NA, 25 February 2013, March 2013,Supply and Delivery of Two 15m3 Rear Loading Refuse Collection Compaction; Trucks,"$631,203.60exgst",NA,NA,Open Tender; Tender evaluation criteria included:; -    Provision of the requirements under the specification; -    Warranties; -    Delivery times; -    Back up service and spare parts; -    Environmental management; -    Financial and commercial trading integrity/insurances,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
"           Disclosure of Contract – Class 1 Contract
",1,1271, Active Tree Services Pty Ltd," PO Box 1332, Mona Vale NSW 2103",NA, 25 February 2013,Three years with the option of a two year extension at the discretion of; the City,Street Tree Maintenance Services – Northern Area,Schedule of Rates,NA,NA,"Open Tender; Tender evaluation criteria included:; -    Allocation of Resources – Staff (including number, qualifications etc); -    Allocation of Resources – Plant and Equipment; Depot and Storage Areas,; Electronic Database; -    Experience providing similar services; -    The proposed quality and Operational Plan, including: Proactive (incl.; inspection) and reactive maintenance programs; -    The proposed quality and Operational Plan, including: Tree Removal,; Planting & Establishment, and Pest & Disease programs; -    The proposed quality and Operational Plan, including: Risk management; plan; Environmental Management, Pedestrian & Traffic Management Plan;; and Quality Systems & SOP’s; -    Transition Plan; -    Work Health & Safety; -    Financial and commercial trading integrity including insurances",Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
"           Disclosure of Contract – Class 1 Contract
",1,1271, Treescape Australasia Pty Ltd," PO Box 22149 Otahuhu, Auckland, New Zealand 0000",NA, 25 February 2013,Three years with a two year extension option at the discretion of the; City,Street Tree Maintenance – Southern Area,Schedule of Rates,NA,NA,"Open Tender; Tender evaluation criteria included:; -    Allocation of Resources – Staff (including number, qualifications etc); -    Allocation of Resources – Plant and Equipment; Depot and Storage Areas,; Electronic Database; -    Experience providing similar services; -    The proposed Quality and Operational Plan, including: Proactive (incl.; inspection) and reactive maintenance programs; -    The proposed Quality and Operational Plan, including: Tree removal, planting; & establishment, and pest & disease programs; -    The proposed Quality and Operational Plan, including: Risk management,; environmental management, pedestrian & traffic management plane; and; quality systems & SOP’s; -    Transition plan; -    Work Health & Safety; -    Financial and commercial trading integrity including insurances",Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
"           Disclosure of Contract – Class 1 Contract
",1,1280, Design Landscapes," 586 Willoughby Road, Willoughby NSW 2068",NA, 25 February 2013, March 2013 – August 2013,Coulson Street through Site Link,"$623,435.00exgst",NA,NA,"Open Tender:; Tender evaluation criteria included:;     Demonstrated capacity and technical ability - Company profile of lead and; key sub-contractors - Current commitments for lead and key sub-contractors; - Plant and equipment available;     Demonstrated capability, qualifications and experience – Quality/experience; of Lead contractor – Quality/experience of key and proposed sub-contractors; – Detail of materials and suppliers;     Project program – Program shows – Critical paths and detailed tasks; required – Lead times for supply items and inspection/hold points –; Allowance for non-qualifying delays, holidays and construction rostered; days – Program meets Council deadlines;     The proposed methodology – Detail understanding of each stage of works –; Understanding anticipated complexities – Proposed construction; opportunities – Proposed sequence for works plan – Proposed Traffic; management plan – Proposed warranties – Environmental Management;     Workplace Health & Safety;     Financial and commercial trading integrity including insurances;     Tender price",Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
"           Disclosure of Contract – Class 1 Contract
",1,1282, BMT WBM Pty Ltd," Level 1, 256-258 Norton Street, Leichhardt NSW 2040",NA, 25 February 2013, March 2013 – March 2014,Sydney City Catchments Flood Study,"$195,848.00exgst",NA,NA,"Open Tender; Tender evaluation criteria included:; -    Tendered Price; -    Specified personnel and resources to carry out the work under the contract,; and qualifications; -    Demonstrated technical and management skills, capacity and experience and; the quality assurance proposed; -    Proposed project plan and program; -    Proposed methodology including communication and public consultation; methods; -    Work Health & Safety; -    Financial and commercial trading integrity/insurances",Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
"           Disclosure of Contract – Class 1 Contract
",1,1284, Kico Inspection & Testing Services Pty Ltd, PO Box 3096 Narellan DC NSW 2567,NA, 25 February 2013, March 2013 – June 2013,Playground Inspections Reporting and Repairs,"$227,630.00exgst plus Schedule of rates",NA,NA,Open Tender; Tender evaluation criteria included:; -    Experience in works of a similar nature; -    Resources – qualifications and experience of personnel; -    Methodology; -    Program; -    Environmental management; -    Work Health and Safety; -    Financial and commercial trading integrity including insurances,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
"           Disclosure of Contract – Class 1 Contract
",1,1285, Tempest Air Conditioning and Mechanical," PO Box 680, Pennant Hills NSW 1715",NA, 25 February 2013, March 2013 – May 2013,540 George Street Boiler Upgrade,"$169,500.00exgst",NA,NA,"Open Tender; Tender evaluation criteria included:; -    Work experience including company profile; -    Specified personnel and sub-consultants; -    Proposed program including current commitments; -    Proposed methodology including site amenities, plant and equipment,; pedestrian and traffic management; - Materials including warranties; - Environmental management; - Demonstrated capacity to fulfil the WH&S requirements of the project; - Financial and commercial trading integrity including insurances",Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
"           Disclosure of Contract – Class 1 Contract
",1,1288, Parkview Group Australia Pty Ltd, Post Office Box R 1779 Sydney NSW 1225,NA, 25 February 2013, March 2013 – August 2013,"48-52 Mountain Street, Ultimo, Refurbishment of Bathroom Amenities","$559,990.00exgst",NA,NA,"Open Tender; Tender evaluation criteria included:; -    Demonstrated capacity and technical ability to carry out the work under the; contract – Specific bathroom refurbishment experience and expertise –; Company profile; Current commitments for main and sub-contractors – Plant; and equipment available; -    Demonstrated managerial capability, qualifications, experience –; Quality/experience of lead contractor – nominated individuals and number of; personnel; -    Capacity to achieve the program – Program shows critical paths and detailed; tasks required to achieve deliverables for the project – Materials used; -    The proposed methodology – Sequencing of the works – Traffic and; pedestrian management – Storage of materials; -    Demonstrated capacity to fulfil the WHS and Environmental requirements of; the project; -    Financial and commercial trading integrity including insurances",Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
"           Disclosure of Contract – Class 1 Contract
",1,1289, Coopers Commercial Constructions," 13-15 Forrester Street, Kingsgrove, Sydney NSW 2208",NA, 25 February 2013, February 2013 – July 2013,Bay Street Depot Sandpit Bathroom Upgrade,$165.590.00exgst,NA,NA,Open Tender; Tender evaluation criteria included:; -    Previous Work Experience; -    Specified Personnel and Sub-Contractors; -    Environmental Management; -    Proposed Site Management Plan; -    Proposed Program; -    Proposed Methodology; -    Design and Consultation; -    Details of Materials including warranties,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
"           Disclosure of Contract – Class 1 Contract
",1,1291, Sydney Civil Pty Ltd," 120 Turrella Street, Turrella NSW 2250",NA, 25 February 2013, Late February 2013 – Mid 2013,George Street Redfern Cycleway Package 1,"$1,837,354.00exgst",NA,NA,"Open Tender; Tender evaluation criteria included:; -    Demonstrated capacity and technical ability to carry out the work under the; contract; -    Demonstrated managerial capability, qualifications, experience and number; of personnel; -    Capacity to achieve the required program submitted; -    The proposed construction methodology including staging and traffic; management plans; and Environmental requirements of the project; -    Workplace Health and Safety; -    Financial and commercial trading integrity including insurances",Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
